# Task: bending1
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,44.33,0.47,23.75,0.43,30.00,0.00
250,44.50,0.50,24.00,0.00,30.25,0.43
500,44.00,0.71,24.00,0.00,30.50,0.50
750,43.00,0.71,21.75,1.30,31.50,1.12
1000,42.75,0.43,25.00,2.24,35.25,1.30
1250,42.25,0.43,28.00,0.71,35.25,1.30
1500,42.00,0.00,27.33,0.47,34.25,1.30
1750,42.00,0.00,27.00,0.71,33.50,0.87
2000,42.00,0.00,27.50,0.50,35.25,1.30
2250,42.00,0.00,24.50,1.50,32.25,1.30
2500,42.50,0.50,20.25,1.09,30.75,0.83
2750,42.25,0.43,23.00,1.73,31.75,0.83
3000,42.75,0.43,24.00,0.00,32.33,0.47
3250,41.00,0.82,19.00,1.58,31.33,0.47
3500,40.50,0.50,20.50,0.50,31.00,0.71
3750,41.00,0.71,20.50,0.50,32.75,0.43
4000,42.00,0.00,21.00,0.82,33.00,0.00
4250,42.50,0.50,22.00,0.71,33.00,0.00
4500,42.00,0.00,23.75,0.43,33.00,0.00
4750,41.50,0.50,23.75,0.43,31.00,0.71
5000,40.50,1.12,19.00,1.87,30.00,0.00
5250,37.00,1.22,13.75,0.43,30.00,0.00
5500,36.00,0.00,14.00,0.82,30.00,0.00
5750,37.20,1.17,11.75,0.43,30.00,0.00
6000,40.00,1.00,18.75,2.49,30.00,0.00
6250,42.75,0.83,24.00,0.00,31.00,0.89
6500,45.00,0.00,24.00,0.00,30.67,0.47
6750,45.00,0.00,24.00,0.00,30.00,0.00
7000,45.00,0.00,24.00,0.00,30.33,0.47
7250,43.25,0.83,24.00,0.00,31.50,0.50
7500,41.33,0.94,22.00,1.63,29.75,0.43
7750,39.00,0.00,12.33,2.49,28.00,0.71
8000,38.60,0.49,3.60,1.96,26.75,0.43
8250,39.00,0.00,3.00,1.41,26.50,0.50
8500,40.00,0.71,11.25,3.03,27.00,0.00
8750,41.67,0.47,21.00,1.63,28.25,0.83
9000,42.60,0.80,24.00,0.00,30.00,0.00
9250,44.00,0.00,24.00,0.00,30.00,0.00
9500,44.50,0.50,23.50,0.50,30.00,0.00
9750,43.75,0.83,23.75,0.43,30.25,0.43
10000,42.75,0.83,24.00,0.00,29.75,0.43
10250,41.25,0.83,19.25,3.03,28.50,0.50
10500,40.00,0.82,7.33,3.68,28.00,1.00
10750,39.20,0.40,8.60,3.20,27.00,0.58
11000,39.25,0.43,8.25,1.92,27.00,0.00
11250,40.00,0.71,11.33,2.49,27.00,0.00
11500,42.00,0.00,20.00,2.24,28.25,0.43
11750,42.75,0.83,24.00,0.00,29.75,0.43
12000,44.25,0.43,24.00,0.00,30.00,0.00
12250,44.50,0.50,23.75,0.43,30.00,0.00
12500,44.25,0.83,24.00,0.00,30.00,0.00
12750,42.67,0.94,24.00,0.00,30.00,0.00
13000,41.25,0.83,19.75,2.59,28.25,1.09
13250,39.67,0.47,10.33,1.25,27.25,0.43
13500,39.00,0.00,12.25,0.83,27.00,0.00
13750,39.00,0.00,11.25,0.43,27.00,0.00
14000,41.50,0.50,16.25,3.70,27.50,0.50
14250,42.00,0.00,23.75,0.43,29.75,0.43
14500,44.00,0.71,24.00,0.00,30.00,0.00
14750,44.50,0.50,24.00,0.00,30.00,0.00
15000,44.00,0.71,24.00,0.00,30.00,0.00
15250,42.50,0.87,23.67,0.47,29.00,0.82
15500,41.25,0.83,15.50,2.87,27.50,0.50
15750,39.75,0.83,15.33,1.70,27.00,0.00
16000,39.00,0.00,18.00,0.00,26.50,0.50
16250,40.00,0.71,14.50,1.66,27.25,0.43
16500,41.50,0.50,16.50,3.20,28.50,0.50
16750,42.33,0.47,24.00,0.00,30.00,0.00
17000,43.67,0.47,24.00,0.00,30.00,0.00
17250,44.60,0.49,24.00,0.00,30.00,0.00
17500,43.50,0.50,24.50,0.50,30.00,0.00
17750,42.00,0.00,21.75,2.49,30.00,0.00
18000,38.33,0.94,9.00,1.63,29.00,1.22
18250,37.00,1.22,11.00,1.00,27.50,0.50
18500,36.25,0.43,11.25,1.30,28.50,0.50
18750,39.00,0.00,11.25,5.21,30.00,0.00
19000,41.75,0.43,23.25,1.30,30.00,0.00
19250,44.25,0.43,23.75,0.43,29.50,0.87
19500,45.00,0.00,24.00,0.00,28.00,0.71
19750,44.75,0.43,23.75,0.43,29.50,0.50
20000,43.25,0.83,23.50,0.87,30.00,0.00
20250,41.00,1.22,23.33,0.94,30.00,0.00
20500,38.00,1.58,15.00,3.32,28.25,0.83
20750,36.33,0.47,8.00,1.22,27.33,0.47
21000,37.50,1.12,11.00,1.22,26.75,0.43
21250,38.00,1.00,12.33,2.05,26.33,0.94
21500,37.33,1.25,14.67,0.47,26.25,0.83
21750,38.00,1.22,10.50,1.50,27.25,1.09
22000,42.25,0.83,21.25,2.17,30.00,0.00
22250,43.00,1.00,24.00,0.00,30.00,0.00
22500,41.25,1.30,20.50,3.35,28.25,1.09
22750,37.75,1.48,11.25,1.30,26.00,1.22
23000,34.50,1.50,15.00,1.41,24.50,0.87
23250,36.00,0.00,16.00,1.22,24.00,0.00
23500,34.50,1.50,15.50,0.50,24.00,0.00
23750,35.50,1.50,16.67,0.47,26.33,0.94
24000,40.00,1.00,17.40,4.80,28.60,0.49
24250,42.25,0.43,24.00,0.00,30.00,0.00
24500,44.00,0.00,24.00,0.00,30.00,0.00
24750,43.25,0.83,24.00,0.00,30.00,0.00
25000,42.00,0.71,23.75,0.43,28.50,1.50
25250,37.75,2.17,12.75,5.97,26.00,0.71
25500,35.75,0.43,14.75,3.11,24.50,0.50
25750,36.33,0.47,18.50,0.50,24.00,0.00
26000,36.25,0.43,18.25,0.83,24.00,0.00
26250,34.50,1.50,13.00,2.24,25.00,1.00
26500,39.60,2.06,16.25,4.21,27.60,0.80
26750,42.33,0.47,24.00,0.00,29.67,0.47
27000,44.00,0.71,24.00,0.00,30.00,0.00
27250,44.50,0.50,24.00,0.00,30.00,0.00
27500,43.50,0.50,24.00,0.00,30.00,0.00
27750,41.50,0.50,22.00,1.58,28.25,1.09
28000,37.33,1.25,15.67,1.89,27.00,0.00
28250,33.75,1.30,16.00,2.12,27.50,0.50
28500,36.00,0.00,20.75,0.43,29.00,0.00
28750,35.75,0.43,18.00,1.87,28.75,0.43
29000,37.25,1.30,10.75,1.79,27.50,0.87
29250,41.25,0.83,20.50,2.96,27.50,0.50
29500,44.00,0.71,24.00,0.00,29.00,0.00
29750,45.00,0.00,24.00,0.00,29.00,0.00
30000,45.00,0.00,24.00,0.00,28.50,0.50
30250,44.33,0.47,24.00,0.00,30.00,0.00
30500,41.20,1.17,21.00,2.24,27.80,1.17
30750,37.50,1.12,13.00,2.45,25.75,0.83
31000,34.00,1.41,3.67,1.25,23.67,0.47
31250,35.00,1.41,11.00,1.63,24.00,0.00
31500,36.25,0.43,15.75,1.30,24.25,0.43
31750,36.00,0.00,17.33,0.47,25.00,0.71
32000,35.25,1.30,14.00,3.54,26.50,0.87
32250,40.25,1.48,15.50,6.42,29.00,1.22
32500,42.50,0.50,24.25,0.43,31.00,0.71
32750,44.75,0.43,23.25,0.43,30.50,0.87
33000,45.00,0.00,24.33,0.47,30.00,0.00
33250,45.00,0.00,24.00,0.00,29.33,0.47
33500,43.00,1.41,22.50,1.12,30.00,0.00
33750,39.00,1.41,17.33,1.70,29.50,0.87
34000,35.75,1.79,15.25,1.92,27.75,0.43
34250,33.00,0.00,20.75,0.43,28.00,0.00
34500,35.25,1.30,16.25,1.92,27.50,0.50
34750,38.75,1.48,14.25,1.92,28.75,0.83
35000,42.50,0.50,18.75,0.43,30.25,0.43
35250,44.00,0.71,16.00,1.22,31.25,0.43
