# Task: bending1
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,42.00,0.71,21.25,0.43,30.00,0.00
250,41.50,0.50,20.25,1.48,31.25,1.09
500,41.50,0.50,14.25,1.92,33.00,0.00
750,40.75,0.83,15.75,0.43,33.00,0.00
1000,40.00,0.71,20.00,2.74,32.75,0.43
1250,41.25,0.83,24.25,0.43,31.50,0.87
1500,42.25,0.43,23.75,0.43,35.25,1.30
1750,43.50,0.87,21.00,0.00,36.00,0.00
2000,42.75,0.83,21.25,0.43,36.00,0.00
2250,43.25,0.43,23.75,0.43,36.00,0.00
2500,43.25,0.83,24.50,0.50,36.00,0.00
2750,43.75,0.43,24.25,0.43,36.00,0.00
3000,44.33,0.47,24.00,0.00,36.00,0.00
3250,44.50,0.50,24.00,0.00,36.00,0.00
3500,44.75,0.43,24.00,0.00,36.00,0.00
3750,45.00,0.00,24.00,0.00,36.25,0.43
4000,45.00,0.00,23.75,0.43,36.00,0.00
4250,45.00,0.00,23.25,1.30,36.00,0.00
4500,45.00,0.00,24.00,0.00,36.50,0.50
4750,45.00,0.00,21.50,1.50,37.00,1.00
5000,45.00,0.00,19.50,1.12,37.50,1.50
5250,45.00,0.00,21.00,0.00,37.00,1.00
5500,45.00,0.00,22.75,0.83,36.50,0.50
5750,45.00,0.00,24.00,0.00,36.25,0.43
6000,45.00,0.00,23.25,0.83,36.75,0.83
6250,45.00,0.00,23.75,0.43,37.00,1.00
6500,45.00,0.00,23.50,0.50,37.00,1.00
6750,45.00,0.00,23.67,0.47,36.00,0.00
7000,45.00,0.00,24.00,0.00,36.33,0.47
7250,45.00,0.00,24.00,0.00,36.25,0.43
7500,45.00,0.00,24.50,0.50,35.25,1.30
7750,45.00,0.00,24.75,0.83,35.25,1.30
8000,44.50,0.50,24.00,0.00,35.25,1.30
8250,44.50,0.50,24.00,0.00,36.00,0.00
8500,44.50,0.50,24.00,0.00,36.00,0.00
8750,44.25,0.83,24.00,0.00,36.00,0.00
9000,44.50,0.50,24.00,0.00,36.00,0.00
9250,44.50,0.50,24.00,0.00,36.00,0.00
9500,44.50,0.50,24.00,0.00,36.00,0.00
9750,44.00,0.71,24.00,0.00,36.00,0.00
10000,44.33,0.47,24.00,0.00,36.00,0.00
10250,43.75,0.43,24.00,0.00,36.00,0.00
10500,44.50,0.50,24.00,0.00,36.00,0.00
10750,44.33,0.47,24.00,0.00,36.00,0.00
11000,44.50,0.50,24.00,0.00,36.00,0.00
11250,44.50,0.50,24.00,0.00,36.00,0.00
11500,44.00,0.71,24.00,0.00,36.00,0.00
11750,43.75,0.43,24.25,0.43,35.50,1.50
12000,44.75,0.43,23.75,0.43,36.00,0.00
12250,45.00,0.00,24.00,0.00,36.00,0.00
12500,45.00,0.00,24.00,0.00,36.00,0.00
12750,44.50,0.50,23.75,0.43,36.00,0.00
