# Task: bending1
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,41.25,1.30,24.00,0.00,32.33,0.94
250,41.00,1.00,22.50,1.12,33.50,0.87
500,44.25,0.83,21.75,0.83,31.50,1.50
750,45.00,0.00,20.00,1.22,30.00,0.00
1000,45.25,0.43,15.25,2.86,30.50,0.50
1250,45.33,0.47,11.50,0.50,30.00,0.00
1500,46.75,0.43,13.00,0.82,30.00,0.00
1750,46.33,0.47,12.33,0.47,30.00,0.00
2000,45.50,0.50,12.33,0.47,29.67,0.47
2250,45.00,0.00,14.50,1.12,30.00,0.00
2500,45.00,0.00,18.00,0.71,27.25,1.79
2750,45.00,0.00,16.33,1.25,26.00,0.71
3000,45.00,0.00,17.75,0.43,25.00,1.22
3250,45.00,0.00,15.75,1.92,25.75,1.30
3500,45.00,0.00,13.25,0.43,27.00,0.00
3750,45.00,0.00,14.25,0.43,27.00,0.00
4000,45.00,0.00,17.00,1.58,26.25,0.83
4250,45.00,0.00,18.75,1.09,25.25,0.83
4500,45.00,0.00,15.50,0.50,23.50,0.50
4750,45.00,0.00,16.50,0.50,24.50,0.87
5000,44.50,0.50,16.00,1.22,21.75,0.43
5250,45.00,0.00,18.75,0.83,21.50,0.50
5500,44.50,0.50,20.75,0.43,21.25,0.43
5750,44.50,0.50,18.50,0.87,21.00,0.00
6000,44.50,0.50,20.75,0.43,21.50,0.87
6250,44.50,0.50,21.00,0.00,23.25,0.43
6500,45.00,0.00,20.75,0.43,23.25,0.83
6750,45.00,0.00,22.00,0.71,24.00,0.00
7000,45.00,0.00,23.00,0.82,23.67,0.47
7250,45.00,0.00,19.50,3.35,23.50,3.04
7500,45.00,0.00,15.50,2.50,27.75,0.43
7750,45.00,0.00,19.00,0.71,24.00,0.00
8000,45.00,0.00,19.00,2.12,23.67,0.47
8250,45.00,0.00,21.75,0.43,24.33,0.47
8500,45.00,0.00,19.00,2.00,24.50,0.50
8750,45.00,0.00,18.75,0.43,28.25,0.83
9000,45.00,0.00,17.50,1.66,26.75,1.79
9250,45.00,0.00,7.75,4.32,25.75,1.79
9500,45.00,0.00,9.33,2.62,28.25,0.83
9750,45.00,0.00,18.50,0.87,25.75,1.09
10000,45.00,0.00,18.75,0.43,25.25,1.30
10250,45.00,0.00,20.00,0.82,21.33,0.47
10500,45.00,0.00,20.67,0.47,22.00,1.00
10750,45.00,0.00,20.00,0.71,23.50,0.87
11000,45.00,0.00,18.33,0.47,25.00,0.82
11250,45.00,0.00,19.20,0.40,25.00,1.10
11500,45.00,0.00,19.67,0.94,23.33,0.47
11750,45.00,0.00,21.00,0.00,23.75,0.43
12000,45.00,0.00,19.50,1.12,24.33,0.47
12250,45.00,0.00,14.33,1.25,24.50,0.50
12500,45.00,0.00,13.00,0.71,22.00,1.22
12750,45.00,0.00,15.25,0.83,19.50,0.87
13000,45.00,0.00,17.75,0.43,22.00,0.71
13250,45.00,0.00,17.75,0.43,23.50,0.87
13500,45.00,0.00,18.25,0.43,22.75,0.43
13750,45.00,0.00,19.50,0.50,21.00,2.24
14000,45.00,0.00,20.50,0.50,23.75,0.43
14250,45.00,0.00,20.00,0.00,24.00,0.00
14500,45.00,0.00,19.25,1.30,23.75,0.43
14750,45.00,0.00,20.00,1.00,23.67,0.47
15000,45.00,0.00,20.75,0.43,24.00,0.00
15250,45.00,0.00,20.00,1.22,23.75,0.43
15500,45.00,0.00,16.00,2.16,22.75,1.30
15750,45.00,0.00,14.50,0.50,21.25,0.43
16000,45.25,0.43,16.00,2.12,22.00,1.22
16250,45.25,0.43,17.50,1.66,23.75,0.43
16500,45.00,0.00,15.00,0.71,23.50,1.50
16750,45.25,0.43,15.00,0.71,23.75,0.43
17000,45.00,0.00,13.33,1.89,23.67,0.47
17250,45.00,0.00,15.50,1.66,25.50,1.12
17500,45.00,0.00,15.00,0.71,24.25,0.43
17750,45.00,0.00,17.25,2.86,24.00,1.63
18000,45.00,0.00,18.75,2.49,25.50,1.12
18250,45.00,0.00,20.25,1.30,24.75,0.83
18500,45.00,0.00,20.33,0.47,23.00,0.71
18750,45.00,0.00,20.50,0.50,24.00,2.12
19000,45.00,0.00,19.50,0.87,27.25,0.43
19250,45.00,0.00,17.50,1.80,24.00,1.87
19500,45.00,0.00,20.25,0.83,21.75,0.83
19750,45.00,0.00,18.00,0.71,23.50,0.87
20000,45.00,0.00,18.75,0.43,24.50,0.50
20250,45.00,0.00,18.33,0.47,23.67,0.47
20500,45.00,0.00,20.25,0.43,21.00,0.00
20750,45.00,0.00,18.75,0.83,22.00,1.41
21000,45.00,0.00,17.00,0.00,24.00,0.00
21250,45.00,0.00,18.00,0.00,24.00,0.00
21500,45.00,0.00,18.25,0.43,23.50,0.50
21750,45.00,0.00,18.00,0.00,24.00,0.00
22000,45.00,0.00,18.00,0.00,24.00,0.00
22250,45.00,0.00,17.00,0.82,23.67,0.47
22500,45.00,0.00,16.33,0.47,24.33,0.47
22750,45.00,0.00,16.75,0.43,23.75,0.43
23000,45.00,0.00,18.75,0.83,24.00,0.00
23250,45.00,0.00,18.50,0.50,23.75,0.43
23500,45.00,0.00,16.50,0.50,23.33,0.47
23750,45.00,0.00,20.00,1.22,25.25,1.30
24000,45.00,0.00,15.67,2.62,26.50,0.87
24250,45.00,0.00,16.00,2.45,26.50,0.87
24500,45.00,0.00,18.75,1.30,25.00,1.22
24750,45.00,0.00,21.50,1.50,24.00,0.71
25000,45.00,0.00,20.75,1.79,23.25,1.30
25250,45.00,0.00,22.50,1.66,23.75,1.79
25500,45.00,0.00,16.25,3.49,17.75,3.42
25750,45.00,0.00,11.67,2.05,15.00,4.24
26000,45.00,0.00,13.75,1.09,18.25,1.09
26250,45.00,0.00,14.75,3.49,22.00,1.22
26500,45.00,0.00,18.25,1.79,24.50,0.87
26750,45.00,0.00,19.50,6.18,23.00,3.56
27000,45.00,0.00,17.00,1.41,23.75,0.43
27250,45.00,0.00,15.25,4.55,24.50,1.50
27500,45.00,0.00,18.00,3.67,26.00,0.71
27750,45.00,0.00,19.00,10.03,22.75,5.26
28000,45.00,0.00,13.75,3.49,26.25,1.48
28250,45.00,0.00,21.00,0.00,26.00,0.71
28500,45.00,0.00,20.25,1.30,25.00,0.71
28750,44.50,0.50,22.00,1.00,25.25,0.83
29000,44.50,0.50,23.50,0.87,26.75,0.43
29250,44.75,0.43,24.00,0.00,27.25,0.83
29500,44.75,0.43,24.75,0.83,25.50,1.12
29750,44.50,0.50,26.67,0.47,24.67,1.70
30000,43.50,0.50,26.67,0.47,21.67,0.47
30250,43.25,0.43,27.00,0.00,23.75,0.43
30500,43.50,0.50,26.50,0.50,23.75,0.43
30750,42.75,0.83,26.50,0.50,24.00,0.00
31000,42.75,0.43,27.00,0.00,24.25,0.43
31250,43.67,0.47,26.75,0.43,25.00,1.41
31500,43.33,0.47,26.00,1.41,24.25,0.43
31750,43.00,0.71,24.50,0.50,24.25,0.43
32000,42.50,0.50,24.50,0.50,24.00,0.00
32250,43.25,0.83,24.00,0.00,23.75,0.43
32500,43.50,0.50,24.00,0.00,23.50,0.50
32750,44.25,0.43,24.00,0.00,22.75,1.09
33000,44.33,0.47,24.00,0.00,23.75,0.43
33250,44.75,0.43,24.00,0.00,22.00,0.82
33500,45.00,0.00,23.50,0.87,24.00,0.00
33750,45.00,0.00,24.25,0.43,23.33,0.47
34000,45.00,0.00,24.00,0.00,23.00,0.82
34250,45.00,0.00,24.00,0.00,22.25,0.83
34500,45.00,0.00,24.00,0.00,22.75,0.83
34750,45.00,0.00,24.00,0.00,21.50,0.50
35000,45.00,0.00,23.50,0.50,23.25,1.30
35250,45.00,0.00,24.00,0.00,24.00,0.00
35500,47.25,0.83,22.75,1.30,25.50,1.12
35750,48.00,0.00,19.75,0.83,24.00,0.00
36000,46.75,1.09,21.00,0.00,23.50,0.50
36250,45.25,0.43,19.75,1.30,23.25,0.83
36500,44.25,0.83,21.50,1.50,21.00,0.00
36750,43.00,0.71,23.25,1.30,21.25,0.43
37000,43.25,0.83,20.33,0.94,21.67,0.94
37250,43.50,0.50,14.00,3.24,20.00,2.55
37500,44.00,0.71,12.00,0.71,22.00,1.22
37750,44.75,0.43,12.00,2.45,21.33,2.05
38000,45.00,0.00,12.50,2.29,22.25,0.83
38250,45.00,0.00,14.00,3.08,22.00,0.00
38500,45.00,0.00,16.75,1.30,22.00,1.00
38750,44.50,0.50,14.75,1.79,23.25,1.30
39000,44.50,0.50,16.00,0.00,23.25,0.43
39250,44.00,0.82,18.67,0.47,21.67,0.47
39500,44.50,0.50,18.50,1.50,21.00,0.00
39750,44.00,0.71,18.25,1.09,21.00,0.00
40000,43.75,0.43,20.00,1.22,20.00,1.73
40250,43.75,0.83,19.25,0.83,21.50,0.87
40500,44.00,0.00,19.25,0.43,21.75,0.83
40750,43.75,0.83,18.67,0.47,21.00,0.82
41000,43.50,0.50,20.75,0.43,20.75,0.43
41250,43.50,0.50,19.50,1.50,21.00,0.71
41500,43.67,0.47,20.75,0.43,21.67,0.94
41750,43.50,0.50,18.50,0.87,21.50,1.12
42000,43.33,0.47,18.67,0.94,20.50,1.12
42250,43.50,0.50,19.75,1.64,20.50,0.50
42500,43.50,0.50,19.25,0.83,20.00,0.71
42750,43.50,0.50,18.75,0.83,19.75,1.92
43000,43.50,0.50,17.33,0.47,19.33,1.70
43250,43.50,0.50,17.50,0.50,19.50,1.66
43500,43.50,0.50,18.75,0.43,20.00,1.22
43750,43.50,0.50,18.80,0.75,21.40,0.49
44000,43.75,0.43,18.00,0.00,21.00,0.00
44250,43.50,0.50,19.50,1.12,20.50,0.50
44500,43.50,0.50,19.75,0.83,20.50,0.50
44750,43.75,0.43,18.00,0.00,20.75,0.43
45000,43.75,0.43,17.50,0.50,21.25,0.43
45250,44.00,0.82,17.00,0.71,20.33,0.94
45500,42.00,0.00,16.75,1.30,14.00,0.82
45750,42.00,0.00,19.00,1.22,15.50,0.87
46000,42.00,0.00,16.75,1.30,20.50,2.87
46250,42.00,0.00,15.00,0.00,23.00,0.71
46500,42.25,0.43,14.00,0.71,22.00,0.71
46750,42.75,0.83,13.50,0.50,22.00,0.00
47000,43.50,0.50,17.50,0.87,21.50,0.50
47250,43.00,0.00,16.33,0.47,24.00,0.71
47500,44.25,0.43,6.25,3.34,24.00,0.00
47750,43.75,0.83,11.75,1.09,24.00,0.00
48000,43.50,0.50,12.00,2.12,24.00,0.00
48250,43.25,0.83,12.50,0.50,23.25,0.43
48500,43.25,0.83,13.67,0.47,23.67,0.47
48750,42.67,0.47,12.25,0.43,24.00,0.00
49000,42.00,0.00,13.00,1.00,22.67,0.47
49250,42.00,0.00,14.00,0.00,23.00,0.71
49500,42.00,0.00,12.33,1.25,22.25,0.43
49750,42.00,0.00,14.25,0.83,21.75,0.43
50000,42.00,0.00,15.00,0.00,21.75,0.83
50250,42.00,0.00,15.50,0.50,22.75,0.43
50500,42.25,0.43,15.67,0.94,22.67,0.47
50750,42.00,0.00,12.67,0.94,22.50,0.50
51000,42.00,0.00,12.00,0.00,21.00,0.00
51250,42.25,0.43,13.75,1.79,21.50,0.50
51500,42.33,0.47,14.75,1.79,21.33,2.05
51750,42.00,0.00,16.33,0.47,23.00,0.71
52000,42.25,0.43,15.75,0.83,23.25,1.30
52250,42.00,0.00,15.75,1.48,24.25,0.43
52500,42.00,0.00,13.25,1.79,24.25,0.43
52750,42.00,0.00,16.25,1.09,23.50,0.87
