# Task: bending1
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,42.00,0.00,18.50,0.50,12.00,0.00
250,42.00,0.00,18.00,0.00,11.33,0.94
500,42.75,0.43,16.75,1.79,18.25,0.43
750,42.50,0.50,16.75,0.83,19.00,1.22
1000,43.00,0.82,16.25,0.83,18.00,0.00
1250,43.67,0.47,12.75,0.83,19.00,0.82
1500,43.50,0.50,12.00,0.00,19.75,0.43
1750,43.50,0.50,13.75,0.83,18.50,0.50
2000,43.33,0.47,15.33,0.47,20.50,0.50
2250,43.50,0.50,18.00,1.87,20.50,0.87
2500,43.50,0.50,18.50,0.50,19.50,1.66
2750,43.75,0.83,19.67,0.47,16.00,0.82
3000,44.25,0.43,21.00,0.00,17.20,0.75
3250,44.00,0.71,21.00,0.00,16.50,0.87
3500,43.75,0.83,19.25,1.30,17.25,2.28
3750,43.75,0.43,20.00,1.41,19.33,0.94
4000,43.33,0.94,18.00,1.41,21.33,0.47
4250,42.50,0.87,13.75,1.30,19.50,1.66
4500,42.33,0.47,17.00,1.41,16.25,1.30
4750,41.75,0.43,17.25,0.83,14.00,1.00
5000,41.50,0.50,15.50,1.12,17.00,1.22
5250,42.00,0.00,16.50,0.50,19.25,0.83
5500,42.67,0.47,17.00,1.22,22.00,1.63
5750,42.00,0.00,15.00,0.00,23.50,0.50
6000,41.50,0.50,14.67,0.47,24.00,0.00
6250,40.75,0.83,15.00,1.22,23.75,0.43
6500,41.50,0.50,17.25,0.83,24.75,1.30
6750,42.00,0.00,16.00,0.00,27.33,0.47
7000,42.00,0.00,15.33,2.49,28.50,0.87
7250,42.00,0.00,8.00,3.27,26.75,1.79
7500,42.75,0.83,11.25,3.34,23.00,1.22
7750,42.67,0.47,10.67,1.25,21.00,0.00
8000,42.20,0.40,12.20,0.40,21.17,0.37
8250,42.75,0.43,14.50,0.50,21.00,0.00
8500,43.50,0.50,15.00,0.00,21.00,0.00
8750,43.67,0.47,15.00,0.00,21.33,0.47
9000,44.50,0.50,15.00,0.00,21.00,0.00
9250,44.50,0.50,14.75,0.43,21.25,0.43
9500,44.50,0.50,15.00,0.00,21.25,0.43
9750,44.25,0.83,14.50,0.50,21.00,0.00
10000,44.50,0.50,15.00,0.00,21.00,0.00
10250,44.50,0.50,15.00,0.00,21.00,0.00
10500,44.50,0.50,15.00,0.00,21.00,0.00
10750,44.50,0.50,14.75,0.43,21.00,0.00
11000,43.50,1.12,11.50,0.50,21.75,0.43
11250,42.25,0.43,15.25,4.44,23.25,1.92
11500,42.00,0.00,14.75,3.42,26.67,2.05
11750,44.00,0.82,13.67,1.25,30.25,0.43
12000,42.75,0.83,19.75,1.09,30.50,0.87
12250,42.00,0.00,20.25,0.83,30.75,0.83
12500,42.00,0.00,21.50,0.50,30.67,0.47
12750,42.25,0.43,24.00,0.00,30.00,0.00
13000,42.50,0.50,24.75,0.43,30.00,0.00
13250,42.50,0.50,26.33,0.47,30.00,0.00
13500,42.50,0.50,25.25,0.43,29.50,0.50
13750,42.67,0.47,24.50,0.50,29.00,0.00
14000,42.33,0.47,24.33,0.47,29.75,0.43
14250,42.80,0.40,24.80,0.40,29.50,0.50
14500,42.50,0.50,24.67,0.47,30.00,0.00
14750,42.50,0.50,25.00,0.00,29.25,0.43
15000,42.75,0.83,23.50,1.50,29.75,0.43
15250,42.75,0.43,13.25,2.86,30.50,0.50
